Surfactant,Assay,Time_min,Replicate,CMC,r2,A1,A2,dx
NaDC,c,30,3,5.4237130784395475,0.9909816547429038,0.8123042282147357,0.6875016642456421,0.12467533851145436
NaC,a,0,1,15.409825325603698,0.9916108274912095,0.8283277830067175,0.6560009755175232,2.189588867769998
NaC,a,0,2,15.97590869508174,0.9903893613641166,0.8082829328176483,0.6527285941436994,2.0510851677679764
NaC,a,0,3,16.456846229652307,0.989809471394225,0.7935733901718447,0.650156245149043,2.0016353979502344
NaC,a,5,1,15.380523793441576,0.9816683075840855,0.8246697188377622,0.652895032658861,2.8293483631217717
NaC,a,5,2,16.006444441977937,0.9934693406698035,0.8027568285513325,0.6512807195724277,2.2252784779113615
NaC,a,5,3,15.506019996169536,0.9961967535492432,0.8020403054802692,0.6519908293637614,2.728163462277954
NaC,a,10,1,15.817508369520692,0.9953788296649889,0.8162318205761719,0.6525851006923359,2.27684466406479
NaC,a,10,2,15.580231425862939,0.9975460270286937,0.8087599445045779,0.6536544161034711,2.552937518252063
NaC,a,10,3,15.34467878386877,0.9991156599906219,0.8079455592992884,0.6502098605878497,2.912448904312637
NaC,a,20,1,14.352070298081706,0.9874582528039808,0.826876581308051,0.6632709386295186,2.2026045546594433
NaC,a,20,2,15.469093318558535,0.9937177755567658,0.8111714221309915,0.6567354391561545,2.408088325122638
NaC,a,20,3,15.231873540650815,0.9965700253268124,0.812023830248806,0.651609629901555,2.8782476329564526
NaC,a,30,1,15.191958266625726,0.9968072573918578,0.8402782747402765,0.6616118274431012,1.9232712864216166
NaC,a,30,2,15.503648972262779,0.9956005211125996,0.8128086195827895,0.6605129864356932,2.003924806966972
NaC,a,30,3,14.975153642467554,0.9977614788741492,0.8148601012663083,0.6530744280951791,2.8441291351310327
NaC,b,0,1,13.687348933012496,0.979805379336635,0.8268711351449086,0.662803605257164,1.935921583165256
NaC,b,0,2,14.397000858491822,0.9720797412886583,0.8153146853701638,0.6586952794376355,2.106623477921566
NaC,b,0,3,14.430463725688373,0.9755274301143559,0.8004534938169504,0.6620953933339992,2.0551947528931156
NaC,b,5,1,14.397014350612261,0.994320732748795,0.8186478025770176,0.6564804584230497,2.2344497265483247
NaC,b,5,2,14.661439156563128,0.9791978745800908,0.8082807007340294,0.6566407330293192,2.1973334048197763
NaC,b,5,3,14.964037487809994,0.9830982427464032,0.7974290850492647,0.6572056323992875,2.0639133497467586
NaC,b,10,1,13.986400541507862,0.9959679697008076,0.8288087415285003,0.6616193956230622,2.300004267861609
NaC,b,10,2,14.695137489656723,0.9886898173802613,0.81255317392308,0.6542547814421451,2.328939928075808
NaC,b,10,3,14.604212729038617,0.9925301313834014,0.8064657842296403,0.6539101715572596,2.3491740414528954
NaC,b,20,1,14.445339984753916,0.9929723153851361,0.8255186276860362,0.6611636059551702,2.071111655778127
NaC,b,20,2,14.759146088589036,0.9934877280101007,0.8164381397909504,0.6575242063179408,2.406791538554579
NaC,b,20,3,14.103351690667477,0.9940007972132688,0.814550018515799,0.653520799020512,2.5146201025217616
NaC,b,30,1,14.839320646608627,0.9859509940116851,0.8135798402186446,0.6651152598624384,1.7515747830916075
NaC,b,30,2,14.214950160990949,0.992134667413575,0.8219372440084457,0.6560776047038708,2.4254721071808554
NaC,b,30,3,13.904037405435473,0.9927962135549374,0.8196119818683356,0.6559326721979285,2.5778569668373468
NaC,c,0,1,13.924266644960113,0.9964455149782457,0.8431921089546012,0.6577440315043784,2.7414293948767408
NaC,c,0,2,14.58953021431709,0.9967455776670132,0.8198135066163308,0.6529485583066543,2.814202343710388
NaC,c,0,3,14.987320524738843,0.9938207151785827,0.8088363449775692,0.6501684531481973,3.192334209457572
NaC,c,5,1,15.235645434980784,0.9979605618201935,0.8255175242308467,0.6576497479043345,2.1503669152056006
NaC,c,5,2,15.334000978883077,0.9965023634974518,0.8121586351160227,0.6536131874226382,2.7254643448509026
NaC,c,5,3,15.047835933495316,0.9957390105693077,0.8108704796720502,0.6500575784851017,3.158341723730573
NaC,c,10,1,15.56774542289004,0.9904472168537645,0.8304842063875685,0.6578697098510726,2.255718802944124
NaC,c,10,2,15.366414966867891,0.9977414540071313,0.8091818997512185,0.6560232685854133,2.565583672254843
NaC,c,10,3,14.686506649241936,0.996863488246967,0.8087153688402378,0.6558296615913272,2.665188811453251
NaC,c,20,1,15.566531519535205,0.987240886345624,0.8248526128997591,0.6547736761737499,2.9038588423044986
NaC,c,20,2,15.682256363472238,0.9957294089562218,0.8094144565969684,0.6547170019427047,2.325631984672277
NaC,c,20,3,14.483750320536924,0.9970847378961628,0.8139059938862003,0.6550833880042491,2.7603140424471277
NaC,c,30,1,15.902846131626857,0.9907777946492576,0.8256795845704381,0.653503856312579,2.388412978807807
NaC,c,30,2,15.223434035041752,0.9954931548212355,0.8147478108142289,0.6559718237105728,2.689971266351671
NaC,c,30,3,14.528461749262434,0.9967548358380613,0.8157985984840951,0.6530803883543989,2.9091108622369526
