Surfactant,Assay,Time_min,FitType,A1,A2,x0,dx,r_squared
DTAB,b,30,combined,0.8312315829728149,0.7362417507163891,14.801540493338756,0.6641083717780085,0.9691790639285859
DTAB,c,0,average,0.8212011337561216,0.7397896003271686,15.919992449943605,1.3183189393231212,0.9582104253259034
DTAB,c,0,combined,0.8212016446368732,0.7397890586518402,15.920005780877748,1.3184198717811695,0.9157886285459573
DTAB,c,5,average,0.8290214056542276,0.7376231735403993,14.572206945491942,1.6043370752038493,0.9739880710185492
DTAB,c,5,combined,0.8290212859388111,0.7376233298172087,14.572198224936388,1.6043138836954371,0.9582150987404524
DTAB,c,10,average,0.8208375517212579,0.7373787699023234,14.535525170302195,1.5587364485927648,0.9816751223819842
DTAB,c,10,combined,0.8208374135217034,0.737378780849738,14.535537238839755,1.5587256336608033,0.9539782486517908
DTAB,c,20,average,0.8241561399325057,0.7396169880599427,14.347583012835441,0.7662980793101163,0.9865110829708381
DTAB,c,20,combined,0.8241563440212946,0.739616968722232,14.347566415917868,0.7663153615799351,0.969605722078401
DTAB,c,30,average,0.8238697441201205,0.7422008174137821,14.645911501170275,0.7903290454320334,0.9854350824963145
DTAB,c,30,combined,0.8238697426907151,0.7422008212682834,14.645911145182376,0.7903285006303065,0.9743791467814807
TTAB,a,0,average,0.8118980444566216,0.7286950827143232,4.039112970003077,0.32962329182126127,0.9691014690816302
TTAB,a,0,combined,0.8118979429835093,0.7286951020350906,4.039115146462258,0.3296204364424124,0.9436473134650505
TTAB,a,5,average,0.8171005520693686,0.725391128003589,3.8953687091935034,0.39528490846600045,0.9825541361343566
TTAB,a,5,combined,0.8171004564927243,0.7253911305565801,3.8953709127035117,0.3952830396196549,0.9564172408004427
TTAB,a,10,average,0.8249480732519219,0.7278162659200061,3.7818213023270637,0.38669790093434,0.9787372288057358
TTAB,a,10,combined,0.8249481994533547,0.7278162936469479,3.7818177322585296,0.3866993606670241,0.962622240430426
TTAB,a,20,average,0.8290455353224393,0.7308142326875252,3.796174981358584,0.3291423975599831,0.9780547608009988
TTAB,a,20,combined,0.8290454796098624,0.7308144149133807,3.796171143565457,0.3291375119815555,0.9645974838283831
TTAB,a,30,average,0.8283917926592823,0.7308408907085061,3.8166198861840024,0.31632985457442003,0.9800700311572178
TTAB,a,30,combined,0.8283918472145022,0.7308407589171343,3.816622324657475,0.31633364551850296,0.9704219586685461
TTAB,b,0,average,0.8140710194324013,0.7380224995821055,3.8821092740311647,0.14944757999969682,0.9352595950317224
TTAB,b,0,combined,0.8140708128916522,0.7380228951247244,3.882101639799825,0.14943036488983027,0.9175171237407311
TTAB,b,5,average,0.8139224173868462,0.733531377883214,3.746410216053922,0.14919713716517052,0.9385221516660682
TTAB,b,5,combined,0.8139216876146133,0.7335316570308279,3.746421118924292,0.14916990877898625,0.927320696918282
TTAB,b,10,average,0.822954136476845,0.7300576409804206,3.716249510183532,0.2116923352765361,0.983588560810966
TTAB,b,10,combined,0.8229543031563533,0.7300575912899699,3.71624718184611,0.21169659161489987,0.9746926498605509
TTAB,b,20,average,0.8263074895612854,0.7341591416126195,3.715526610301832,0.19491779260689196,0.978371863991199
TTAB,b,20,combined,0.8263075279578468,0.7341591052511476,3.7155267848358857,0.19491941561466922,0.9706317899019563
TTAB,b,30,average,0.8325136342381662,0.7327234672862647,3.6798401313648252,0.24369261306810033,0.9864615021227096
TTAB,b,30,combined,0.8325133809001566,0.7327237584589428,3.679837370041171,0.24368202076493606,0.9739360875437919
TTAB,c,0,average,0.8280729003397094,0.7262742040377165,3.943450734452063,0.347264523273365,0.9740077472723965
TTAB,c,0,combined,0.8280728321044903,0.7262740771736856,3.9434555765227626,0.347265862921402,0.952469137778736
TTAB,c,5,average,0.8284705224927247,0.7234891264789268,3.856989647235546,0.45501191728027407,0.9823530726144327
TTAB,c,5,combined,0.828470520575412,0.7234891266911545,3.856989680914087,0.45501188188602576,0.9680452569932417
TTAB,c,10,average,0.8249946461821122,0.7236826228978743,3.844845058246588,0.42503546959098826,0.9889755478807276
TTAB,c,10,combined,0.8249946626533534,0.7236826217799319,3.8448447377463224,0.4250357639956601,0.9742275188016412
TTAB,c,20,average,0.8219659373388296,0.7285134465928448,3.8801827797248776,0.33194484672394964,0.9896552336156336
TTAB,c,20,combined,0.8219655975929887,0.7285136420512976,3.880185134186198,0.33193415443245117,0.9616200091916115
TTAB,c,30,average,0.8231035451353909,0.7298386819784616,3.8853157024400224,0.2863440865076242,0.9785468060523375
TTAB,c,30,combined,0.8231036123533015,0.7298385936980544,3.885316579876436,0.2863473207159878,0.9530156178085181
